entidad,codigo_adjudicacion,fecha_adjudicacion,fecha_finalizacion,plazo_gestion,tramo_gestion,rango_deuda,casos_activos_abiertos,importe_asignado,importe_base_deuda,telefonos_total,telefonos_contactados,telefonos_sin_contacto,contactado_sin_llamada,contactado_1_a_3_intentos,contactado_4_a_6_intentos,contactado_mayor_6_intentos,sin_contacto_sin_llamada,sin_contacto_1_a_3_intentos,sin_contacto_4_a_6_intentos,sin_contacto_mayor_6_intentos,llamadas_total
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,125200.00,125200.00,1,1,0,0,1,0,0,0,0,0,0,2
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","1) MENOR A $5.000",1573,3107283.82,3107283.82,2647,1065,1582,1055,9,1,0,1582,0,0,0,14
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","2) $5.001 a $10.000",263,1855140.90,1855140.90,437,184,253,82,73,29,0,250,1,2,0,226
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","3) $10.001 a $20.000",178,2589832.95,2589832.95,304,132,172,38,68,25,1,163,7,2,0,231
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","4) $20.001 a $35.000",119,3164956.03,3164956.03,181,92,89,32,33,27,0,86,3,0,0,181
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","5) $35.001 a $50.000",66,2780768.33,2780768.33,97,43,54,2,15,12,14,50,1,1,2,233
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","6) $50.001 a $100.000",72,4923007.67,4923007.67,105,58,47,1,20,22,15,43,1,3,0,307
OEST,136,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","7) $100.001 a $500.000",19,3353392.25,3353392.25,32,19,13,2,7,6,4,11,1,1,0,90
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","1) MENOR A $5.000",182,324013.58,324013.58,276,125,151,123,2,0,0,151,0,0,0,2
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","2) $5.001 a $10.000",24,173210.95,173210.95,41,19,22,12,6,1,0,20,2,0,0,21
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","3) $10.001 a $20.000",17,245094.66,245094.66,23,12,11,5,6,1,0,9,1,1,0,22
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","4) $20.001 a $35.000",13,334547.18,334547.18,21,12,9,1,6,5,0,9,0,0,0,35
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,47517.12,47517.12,2,2,0,0,0,0,2,0,0,0,0,15
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","6) $50.001 a $100.000",3,244853.11,244853.11,3,3,0,0,0,2,1,0,0,0,0,19
OEST,137,2025-02-04,2027-02-04,477,"6) Mayor a 360 dias","7) $100.001 a $500.000",2,306035.90,306035.90,3,3,0,0,0,2,1,0,0,0,0,17
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","1) MENOR A $5.000",932,1848506.10,1848506.10,1711,596,1115,591,5,0,0,1114,1,0,0,7
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","2) $5.001 a $10.000",165,1172867.85,1172867.85,248,111,137,58,35,17,1,134,2,1,0,133
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","3) $10.001 a $20.000",99,1436435.76,1436435.76,147,65,82,21,28,16,0,79,3,0,0,112
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","4) $20.001 a $35.000",80,2119555.94,2119555.94,127,61,66,22,25,14,0,66,0,0,0,89
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","5) $35.001 a $50.000",36,1490975.55,1490975.55,64,30,34,3,17,5,5,34,0,0,0,105
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","6) $50.001 a $100.000",38,2676060.85,2676060.85,60,33,27,1,8,17,7,27,0,0,0,166
OEST,138,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","7) $100.001 a $500.000",4,537719.42,537719.42,7,4,3,0,1,2,1,3,0,0,0,20
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","1) MENOR A $5.000",170,334380.21,334380.21,273,120,153,119,1,0,0,151,2,0,0,4
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","2) $5.001 a $10.000",28,198066.85,198066.85,48,24,24,9,14,1,0,20,4,0,0,37
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","3) $10.001 a $20.000",14,199126.40,199126.40,17,9,8,3,3,3,0,7,1,0,0,20
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","4) $20.001 a $35.000",12,323389.83,323389.83,18,7,11,0,4,3,0,9,1,1,0,28
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","5) $35.001 a $50.000",6,264501.86,264501.86,9,3,6,0,1,2,0,6,0,0,0,12
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","6) $50.001 a $100.000",5,292258.88,292258.88,7,3,4,0,1,1,1,4,0,0,0,15
OEST,139,2025-03-06,2027-03-06,447,"6) Mayor a 360 dias","7) $100.001 a $500.000",4,464905.23,464905.23,5,3,2,0,1,2,0,2,0,0,0,11
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","1) MENOR A $5.000",788,1692185.58,1692185.58,1285,507,778,503,3,1,0,778,0,0,0,7
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","2) $5.001 a $10.000",170,1185506.21,1185506.21,278,121,157,49,18,39,15,150,1,6,0,386
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","3) $10.001 a $20.000",145,1980216.94,1980216.94,236,118,118,0,24,62,32,113,0,2,3,656
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","4) $20.001 a $35.000",88,2361644.90,2361644.90,141,61,80,1,12,39,9,73,1,5,1,326
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","5) $35.001 a $50.000",51,2075072.74,2075072.74,89,48,41,1,3,23,21,38,0,0,3,322
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","6) $50.001 a $100.000",55,3706949.12,3706949.12,86,49,37,0,3,12,34,32,2,2,1,453
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","7) $100.001 a $500.000",12,1522521.44,1522521.44,17,9,8,0,1,1,7,6,0,2,0,82
OEST,140,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","8) >$500.000",1,557539.35,557539.35,1,0,1,0,0,0,0,1,0,0,0,0
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","1) MENOR A $5.000",141,281414.26,281414.26,216,85,131,85,0,0,0,131,0,0,0,0
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","2) $5.001 a $10.000",24,163811.66,163811.66,38,14,24,6,0,5,3,23,0,0,1,59
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","3) $10.001 a $20.000",9,121224.12,121224.12,13,5,8,0,1,1,3,8,0,0,0,32
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","4) $20.001 a $35.000",12,320652.29,320652.29,15,7,8,0,1,2,4,6,0,2,0,56
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","5) $35.001 a $50.000",8,319485.54,319485.54,13,8,5,0,0,2,6,5,0,0,0,66
OEST,141,2025-04-04,2027-04-04,418,"6) Mayor a 360 dias","6) $50.001 a $100.000",5,326676.37,326676.37,9,5,4,0,0,1,4,3,0,0,1,61
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","1) MENOR A $5.000",1182,2341649.54,2341649.54,2057,817,1240,810,6,0,1,1237,1,0,2,43
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","2) $5.001 a $10.000",201,1423628.59,1423628.59,351,145,206,54,8,10,73,199,0,0,7,817
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","3) $10.001 a $20.000",126,1769931.13,1769931.13,219,82,137,2,5,14,61,129,2,1,5,726
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","4) $20.001 a $35.000",75,1981411.55,1981411.55,124,59,65,0,4,3,52,58,1,0,6,635
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","5) $35.001 a $50.000",42,1791601.15,1791601.15,65,33,32,0,1,4,28,30,0,1,1,329
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","6) $50.001 a $100.000",40,2584899.53,2584899.53,69,36,33,0,4,1,31,29,1,1,2,394
OEST,142,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","7) $100.001 a $500.000",15,2630950.94,2630950.94,22,16,6,0,0,1,15,6,0,0,0,190
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","1) MENOR A $5.000",3848,4064423.98,4064423.98,6361,2423,3938,2251,44,12,116,3917,4,0,17,1494
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","2) $5.001 a $10.000",148,1022764.92,1022764.92,192,89,103,4,4,5,76,94,2,0,7,922
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","3) $10.001 a $20.000",62,881667.14,881667.14,117,48,69,0,2,2,44,65,1,1,2,506
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","4) $20.001 a $35.000",24,640843.59,640843.59,31,17,14,1,1,2,13,13,0,0,1,149
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","5) $35.001 a $50.000",7,291013.78,291013.78,14,7,7,0,1,0,6,6,0,0,1,86
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","6) $50.001 a $100.000",9,612332.96,612332.96,313,39,274,31,1,0,7,273,0,0,1,99
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","7) $100.001 a $500.000",3,369667.44,369667.44,18,8,10,3,0,1,4,10,0,0,0,40
OEST,143,2025-05-06,2027-05-06,386,"6) Mayor a 360 dias","8) >$500.000",1,673103.46,673103.46,1,1,0,0,0,0,1,0,0,0,0,13
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","1) MENOR A $5.000",1477,3068221.23,3068221.23,2564,1073,1491,1055,13,1,4,1490,1,0,0,64
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","2) $5.001 a $10.000",253,1765698.95,1765698.95,428,220,208,92,5,18,105,200,2,1,5,1174
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","3) $10.001 a $20.000",183,2615034.29,2615034.29,339,174,165,1,12,15,146,153,3,0,9,1668
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","4) $20.001 a $35.000",104,2736990.80,2736990.80,168,89,79,0,3,9,77,73,1,1,4,831
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","5) $35.001 a $50.000",49,2074495.38,2074495.38,85,46,39,0,6,4,36,37,0,1,1,408
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","6) $50.001 a $100.000",47,3163723.14,3163723.14,81,52,29,0,4,3,45,26,2,0,1,553
OEST,144,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","7) $100.001 a $500.000",17,2349846.84,2349846.84,24,14,10,0,0,0,14,9,0,0,1,218
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","1) MENOR A $5.000",166,350863.16,350863.16,1250,237,1013,235,2,0,0,1013,0,0,0,2
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","2) $5.001 a $10.000",23,171785.79,171785.79,343,53,290,34,3,3,13,288,1,0,1,167
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","3) $10.001 a $20.000",19,284773.95,284773.95,26,15,11,0,0,2,13,9,1,0,1,146
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","4) $20.001 a $35.000",16,433412.85,433412.85,23,17,6,0,0,2,15,6,0,0,0,175
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","5) $35.001 a $50.000",5,188604.01,188604.01,8,5,3,0,0,0,5,3,0,0,0,48
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","6) $50.001 a $100.000",6,416777.54,416777.54,13,7,6,0,1,1,5,5,1,0,0,73
OEST,145,2025-06-03,2027-06-03,358,"5) 181 a 360 dias","7) $100.001 a $500.000",5,717925.34,717925.34,10,8,2,0,0,1,7,2,0,0,0,92
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","1) MENOR A $5.000",1121,2547146.49,2547146.49,1989,856,1133,849,7,0,0,1132,1,0,0,13
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","2) $5.001 a $10.000",304,2178570.58,2178570.58,535,230,305,93,6,23,108,255,35,3,12,1268
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","3) $10.001 a $20.000",263,3657217.93,3657217.93,395,214,181,1,8,25,180,102,60,4,15,2123
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","4) $20.001 a $35.000",174,4669717.80,4669717.80,315,170,145,0,11,25,134,81,46,6,12,1599
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","5) $35.001 a $50.000",65,2665012.33,2665012.33,89,49,40,0,2,8,39,19,21,0,0,464
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","6) $50.001 a $100.000",86,5834728.22,5834728.22,137,101,36,0,2,5,94,26,9,0,1,1048
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","7) $100.001 a $500.000",28,4681720.34,4681720.34,58,50,8,1,2,3,44,5,1,0,2,532
OEST,146,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","8) >$500.000",1,2133613.24,2133613.24,1,1,0,0,1,0,0,0,0,0,0,2
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","1) MENOR A $5.000",736,496316.07,496316.07,1635,490,1145,486,4,0,0,1145,0,0,0,4
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","2) $5.001 a $10.000",30,207079.96,207079.96,45,22,23,9,2,0,11,19,3,0,1,118
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","3) $10.001 a $20.000",24,312850.36,312850.36,34,14,20,0,0,0,14,15,3,0,2,165
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","4) $20.001 a $35.000",13,314711.73,314711.73,19,11,8,0,3,0,8,5,0,0,3,116
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","5) $35.001 a $50.000",3,130465.35,130465.35,4,2,2,0,0,0,2,2,0,0,0,22
OEST,147,2025-07-04,2027-07-04,327,"5) 181 a 360 dias","6) $50.001 a $100.000",7,473263.45,473263.45,11,7,4,0,0,2,5,4,0,0,0,62
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","1) MENOR A $5.000",1163,2534928.16,2534928.16,2164,863,1301,853,10,0,0,1301,0,0,0,13
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","2) $5.001 a $10.000",264,1824558.34,1824558.34,459,197,262,89,14,25,69,255,1,2,4,811
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","3) $10.001 a $20.000",165,2318526.55,2318526.55,324,135,189,1,9,24,101,179,1,0,9,1127
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","4) $20.001 a $35.000",74,1952426.79,1952426.79,126,65,61,0,4,12,49,59,0,0,2,553
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","5) $35.001 a $50.000",47,1953263.02,1953263.02,83,46,37,0,1,10,35,35,0,1,1,395
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","6) $50.001 a $100.000",37,2416788.86,2416788.86,61,35,26,0,0,7,28,25,0,0,1,301
OEST,148,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","7) $100.001 a $500.000",20,3506472.30,3506472.30,46,27,19,0,2,1,24,19,0,0,0,250
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","1) MENOR A $5.000",188,370269.04,370269.04,924,202,722,199,3,0,0,722,0,0,0,4
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","2) $5.001 a $10.000",40,298090.32,298090.32,68,32,36,10,3,3,16,33,1,0,2,178
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","3) $10.001 a $20.000",19,270541.47,270541.47,33,21,12,0,2,5,14,11,0,0,1,178
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","4) $20.001 a $35.000",6,151416.74,151416.74,8,6,2,0,0,3,3,1,0,0,1,44
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","5) $35.001 a $50.000",9,384443.18,384443.18,316,46,270,33,0,3,10,270,0,0,0,94
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","6) $50.001 a $100.000",6,415292.31,415292.31,11,8,3,0,1,2,5,3,0,0,0,60
OEST,149,2025-08-06,2027-08-06,294,"5) 181 a 360 dias","7) $100.001 a $500.000",2,336081.24,336081.24,4,4,0,0,0,0,4,0,0,0,0,50
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","1) MENOR A $5.000",1676,3039617.66,3039617.66,2925,977,1948,970,6,0,1,1948,0,0,0,20
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","2) $5.001 a $10.000",320,2286036.09,2286036.09,533,202,331,83,11,19,89,321,4,1,5,1000
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","3) $10.001 a $20.000",173,2484714.81,2484714.81,300,119,181,0,7,18,94,172,1,1,7,1056
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","4) $20.001 a $35.000",112,2933552.14,2933552.14,176,79,97,1,1,10,67,88,1,0,8,749
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","5) $35.001 a $50.000",37,1537665.71,1537665.71,75,31,44,1,3,4,23,44,0,0,0,246
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","6) $50.001 a $100.000",47,3105683.10,3105683.10,83,41,42,1,2,7,31,41,1,0,0,361
OEST,150,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","7) $100.001 a $500.000",8,1371761.79,1371761.79,15,7,8,0,0,1,6,7,0,1,0,74
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","1) MENOR A $5.000",279,420143.18,420143.18,801,198,603,196,2,0,0,602,1,0,0,4
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","2) $5.001 a $10.000",28,190122.00,190122.00,43,20,23,10,1,2,7,22,0,1,0,84
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","3) $10.001 a $20.000",20,282735.06,282735.06,338,48,290,33,2,1,12,289,0,0,1,132
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","4) $20.001 a $35.000",5,140723.15,140723.15,8,4,4,0,0,1,3,4,0,0,0,34
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","5) $35.001 a $50.000",5,216471.67,216471.67,5,2,3,0,0,0,2,3,0,0,0,19
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","6) $50.001 a $100.000",10,635615.76,635615.76,14,6,8,2,1,0,3,6,0,0,2,60
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","7) $100.001 a $500.000",1,128755.94,128755.94,2,1,1,0,0,0,1,1,0,0,0,8
OEST,151,2025-09-02,2027-09-02,267,"5) 181 a 360 dias","8) >$500.000",2,2240116.36,2240116.36,3,2,1,0,0,0,2,1,0,0,0,26
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","1) MENOR A $5.000",1584,3503651.78,3503651.78,2869,989,1880,978,10,0,1,1880,0,0,0,21
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","2) $5.001 a $10.000",343,2392044.27,2392044.27,533,236,297,142,3,9,82,287,1,3,6,1019
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","3) $10.001 a $20.000",277,3960507.76,3960507.76,466,202,264,2,13,26,161,246,2,5,11,2094
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","4) $20.001 a $35.000",139,3666792.29,3666792.29,262,127,135,7,6,10,104,127,1,1,6,1257
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","5) $35.001 a $50.000",59,2400543.42,2400543.42,106,45,61,0,1,5,39,57,1,0,3,475
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","6) $50.001 a $100.000",81,5642044.08,5642044.08,132,72,60,1,8,1,62,56,1,1,2,752
OEST,152,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","7) $100.001 a $500.000",23,3939799.88,3939799.88,34,18,16,0,3,1,14,15,0,0,1,192
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","1) MENOR A $5.000",225,424061.56,424061.56,391,148,243,146,2,0,0,243,0,0,0,3
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","2) $5.001 a $10.000",34,240758.01,240758.01,51,23,28,11,1,0,11,25,0,1,2,135
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","3) $10.001 a $20.000",24,350724.95,350724.95,42,18,24,0,0,1,17,24,0,0,0,202
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","4) $20.001 a $35.000",19,556929.85,556929.85,32,14,18,0,0,1,13,16,0,0,2,173
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","5) $35.001 a $50.000",8,323466.09,323466.09,15,11,4,0,2,1,8,4,0,0,0,85
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","6) $50.001 a $100.000",8,494090.02,494090.02,13,5,8,0,1,0,4,7,0,0,1,63
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","7) $100.001 a $500.000",1,154781.87,154781.87,1,1,0,0,0,1,0,0,0,0,0,4
OEST,153,2025-10-02,2027-10-02,237,"5) 181 a 360 dias","8) >$500.000",3,3479836.80,3479836.80,3,2,1,0,0,0,2,0,0,0,1,35
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","1) MENOR A $5.000",1241,2742391.21,2742391.21,2111,747,1364,740,7,0,0,1363,1,0,0,11
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","2) $5.001 a $10.000",262,1850917.90,1850917.90,433,152,281,75,15,16,46,275,2,1,3,621
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","3) $10.001 a $20.000",196,2772592.36,2772592.36,405,150,255,2,10,29,109,243,1,2,9,1404
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","4) $20.001 a $35.000",108,2841776.32,2841776.32,177,72,105,1,5,19,47,97,1,2,5,657
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","5) $35.001 a $50.000",64,2702364.71,2702364.71,110,53,57,0,2,7,44,52,0,1,4,580
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","6) $50.001 a $100.000",48,3351495.27,3351495.27,72,33,39,0,3,3,27,35,1,0,3,334
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","7) $100.001 a $500.000",10,1697255.91,1697255.91,16,5,11,0,0,1,4,10,0,0,1,47
OEST,154,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","8) >$500.000",2,3439685.73,3439685.73,5,5,0,2,0,0,3,0,0,0,0,35
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","1) MENOR A $5.000",181,366847.62,366847.62,297,99,198,97,2,0,0,198,0,0,0,2
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","2) $5.001 a $10.000",41,275578.04,275578.04,73,30,43,22,0,2,6,42,0,0,1,95
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","3) $10.001 a $20.000",16,226677.19,226677.19,29,12,17,0,0,4,8,17,0,0,0,105
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","4) $20.001 a $35.000",9,221641.96,221641.96,15,8,7,0,0,3,5,5,0,0,2,112
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","5) $35.001 a $50.000",3,120580.01,120580.01,6,4,2,0,1,0,3,1,0,0,1,44
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","6) $50.001 a $100.000",5,336201.68,336201.68,6,2,4,0,1,0,1,3,0,0,1,21
OEST,155,2025-11-04,2027-11-04,204,"5) 181 a 360 dias","7) $100.001 a $500.000",2,515023.10,515023.10,6,3,3,0,0,0,3,2,0,0,1,38
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","1) MENOR A $5.000",1796,3214070.12,3214070.12,3074,944,2130,936,7,0,1,2127,2,0,1,30
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","2) $5.001 a $10.000",342,2369853.94,2369853.94,594,239,355,168,13,14,44,350,1,1,3,585
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","3) $10.001 a $20.000",237,3301683.00,3301683.00,396,156,240,9,10,35,102,222,1,1,16,1433
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","4) $20.001 a $35.000",143,3693483.07,3693483.07,246,94,152,6,10,19,59,142,1,5,4,814
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","5) $35.001 a $50.000",77,3137396.04,3137396.04,131,59,72,3,1,7,48,68,1,0,3,669
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","6) $50.001 a $100.000",90,6224712.45,6224712.45,158,63,95,2,4,5,52,90,2,0,3,646
OEST,156,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","7) $100.001 a $500.000",21,3560282.34,3560282.34,27,13,14,0,1,4,8,13,0,0,1,121
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","1) MENOR A $5.000",284,406388.75,406388.75,761,159,602,158,1,0,0,602,0,0,0,1
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","2) $5.001 a $10.000",32,223779.47,223779.47,55,29,26,18,1,3,7,25,0,0,1,111
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","3) $10.001 a $20.000",28,383956.31,383956.31,46,23,23,0,2,5,16,21,0,0,2,203
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","4) $20.001 a $35.000",10,276437.57,276437.57,15,6,9,0,0,2,4,7,0,0,2,81
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","5) $35.001 a $50.000",5,212223.40,212223.40,9,6,3,0,0,0,6,3,0,0,0,69
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","6) $50.001 a $100.000",2,138280.12,138280.12,3,1,2,0,0,0,1,2,0,0,0,8
OEST,157,2025-12-02,2027-12-02,176,"4) 91 a 180 dias","7) $100.001 a $500.000",3,550381.33,550381.33,8,3,5,1,0,0,2,4,1,0,0,18
OEST,158,2026-01-06,2030-01-05,141,"4) 91 a 180 dias","1) MENOR A $5.000",1906,3294339.02,3294339.02,3343,1041,2302,1027,12,0,2,2299,3,0,0,34
